disease,rag_top_node_id,common_symptoms,total_symptoms,rag_total_symptoms,rag_matches,rag_hallucinations,no_rag_total_symptoms,no_rag_matches,no_rag_hallucinations,rag_accuracy,no_rag_accuracy,rag_precision,rag_recall,no_rag_precision,no_rag_recall
Rigid spine syndrome,32221,1,20,18,18,0,24,2,22,0.9,0.1,1.0,0.9,0.08333333333333333,0.1
Glycogen storage disease due to lactate dehydrogenase deficiency,33023,10,11,20,6,14,25,1,24,0.5454545454545454,0.09090909090909091,0.3,0.5454545454545454,0.04,0.09090909090909091
Metachondromatosis,31364,7,7,20,6,14,23,1,22,0.8571428571428571,0.14285714285714285,0.3,0.8571428571428571,0.043478260869565216,0.14285714285714285
Mesomelia-synostoses syndrome,28345,2,41,33,24,9,42,2,40,0.5853658536585366,0.04878048780487805,0.7272727272727273,0.5853658536585366,0.047619047619047616,0.04878048780487805
Mutilating hereditary sensory neuropathy with spastic paraplegia,39084,7,18,25,4,21,36,3,33,0.2222222222222222,0.16666666666666666,0.16,0.2222222222222222,0.08333333333333333,0.16666666666666666
Pericardial and diaphragmatic defect,32412,2,20,16,16,0,24,3,21,0.8,0.15,1.0,0.8,0.125,0.15
Acrootoocular syndrome,27815,1,42,17,12,5,38,0,38,0.2857142857142857,0.0,0.7058823529411765,0.2857142857142857,0.0,0.0
Autosomal recessive omodysplasia,31857,0,24,17,11,6,18,0,18,0.4583333333333333,0.0,0.6470588235294118,0.4583333333333333,0.0,0.0
Arachnodactyly-abnormal ossification-intellectual disability syndrome,33227,2,15,19,15,4,42,2,40,1.0,0.13333333333333333,0.7894736842105263,1.0,0.047619047619047616,0.13333333333333333
Erythrokeratoderma ''en cocardes'',38275,4,5,25,4,21,24,2,22,0.8,0.4,0.16,0.8,0.08333333333333333,0.4
Systemic capillary leak syndrome,32762,0,23,17,18,-1,21,2,19,0.782608695652174,0.08695652173913043,1.0588235294117647,0.782608695652174,0.09523809523809523,0.08695652173913043
Autosomal dominant hypohidrotic ectodermal dysplasia,32453,3,15,28,5,23,35,1,34,0.3333333333333333,0.06666666666666667,0.17857142857142858,0.3333333333333333,0.02857142857142857,0.06666666666666667
Toxic epidermal necrolysis,32299,3,39,31,6,25,23,6,17,0.15384615384615385,0.15384615384615385,0.1935483870967742,0.15384615384615385,0.2608695652173913,0.15384615384615385
CHIME syndrome,31712,2,48,41,21,20,24,4,20,0.4375,0.08333333333333333,0.5121951219512195,0.4375,0.16666666666666666,0.08333333333333333
GCGR-related hyperglucagonemia,27646,9,10,20,7,13,19,1,18,0.7,0.1,0.35,0.7,0.05263157894736842,0.1
Inverted duplicated chromosome 15 syndrome,27697,0,41,17,16,1,21,3,18,0.3902439024390244,0.07317073170731707,0.9411764705882353,0.3902439024390244,0.14285714285714285,0.07317073170731707
Sporadic pheochromocytoma/secreting paraganglioma,33207,8,36,20,16,4,18,4,14,0.4444444444444444,0.1111111111111111,0.8,0.4444444444444444,0.2222222222222222,0.1111111111111111
Non-functioning paraganglioma,28429,1,31,16,8,8,17,5,12,0.25806451612903225,0.16129032258064516,0.5,0.25806451612903225,0.29411764705882354,0.16129032258064516
Hereditary pheochromocytoma-paraganglioma,33431,4,41,23,22,1,18,4,14,0.5365853658536586,0.0975609756097561,0.9565217391304348,0.5365853658536586,0.2222222222222222,0.0975609756097561
Kleefstra syndrome,32549,4,67,19,8,11,28,5,23,0.11940298507462686,0.07462686567164178,0.42105263157894735,0.11940298507462686,0.17857142857142858,0.07462686567164178
Tietz syndrome,29062,0,6,20,6,14,1,0,1,1.0,0.0,0.3,1.0,0.0,0.0
Tyrosinemia type 2,37602,19,17,26,0,26,28,0,28,0.0,0.0,0.0,0.0,0.0,0.0
Malignant atrophic papulosis,31893,0,34,17,14,3,23,1,22,0.4117647058823529,0.029411764705882353,0.8235294117647058,0.4117647058823529,0.043478260869565216,0.029411764705882353
Congenital ichthyosis-microcephalus-tetraplegia syndrome,33497,9,8,23,6,17,28,5,23,0.75,0.625,0.2608695652173913,0.75,0.17857142857142858,0.625
Male hypergonadotropic hypogonadism-intellectual disability-skeletal anomalies syndrome,28452,3,19,17,11,6,26,5,21,0.5789473684210527,0.2631578947368421,0.6470588235294118,0.5789473684210527,0.19230769230769232,0.2631578947368421
Hydrocephaly-tall stature-joint laxity syndrome,28637,4,15,16,16,0,30,4,26,1.0666666666666667,0.26666666666666666,1.0,1.0666666666666667,0.13333333333333333,0.26666666666666666
Hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome,29540,2,29,25,21,4,23,2,21,0.7241379310344828,0.06896551724137931,0.84,0.7241379310344828,0.08695652173913043,0.06896551724137931
Johnson neuroectodermal syndrome,31953,0,27,18,13,5,27,0,27,0.48148148148148145,0.0,0.7222222222222222,0.48148148148148145,0.0,0.0
IVIC syndrome,28220,0,18,17,11,6,37,0,37,0.6111111111111112,0.0,0.6470588235294118,0.6111111111111112,0.0,0.0
Microvillus inclusion disease,28835,4,11,16,11,5,27,4,23,1.0,0.36363636363636365,0.6875,1.0,0.14814814814814814,0.36363636363636365
Superficial epidermolytic ichthyosis,38946,7,7,19,0,19,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0
Umbilical cord ulceration-intestinal atresia syndrome,33382,4,9,10,3,7,24,1,23,0.3333333333333333,0.1111111111111111,0.3,0.3333333333333333,0.041666666666666664,0.1111111111111111
NPHP3-related Meckel-like syndrome,29600,0,10,18,7,11,23,0,23,0.7,0.0,0.3888888888888889,0.7,0.0,0.0
Nail-patella-like renal disease,27551,10,6,23,6,17,17,4,13,1.0,0.6666666666666666,0.2608695652173913,1.0,0.23529411764705882,0.6666666666666666
Hirschsprung disease-deafness-polydactyly syndrome,29484,11,7,24,5,19,20,1,19,0.7142857142857143,0.14285714285714285,0.20833333333333334,0.7142857142857143,0.05,0.14285714285714285
Hirschsprung disease-type D brachydactyly syndrome,29999,2,6,18,6,12,16,0,16,1.0,0.0,0.3333333333333333,1.0,0.0,0.0
Hennekam syndrome,31425,2,51,23,5,18,26,3,23,0.09803921568627451,0.058823529411764705,0.21739130434782608,0.09803921568627451,0.11538461538461539,0.058823529411764705
X-linked intellectual disability-epilepsy-progressive joint contractures-dysmorphism syndrome,32558,8,8,21,8,13,29,3,26,1.0,0.375,0.38095238095238093,1.0,0.10344827586206896,0.375
Isolated arrhinia,33224,1,12,20,12,8,12,1,11,1.0,0.08333333333333333,0.6,1.0,0.08333333333333333,0.08333333333333333
Shprintzen-Goldberg syndrome,28538,3,53,22,16,6,70,6,64,0.3018867924528302,0.11320754716981132,0.7272727272727273,0.3018867924528302,0.08571428571428572,0.11320754716981132
MOMO syndrome,27713,0,44,18,15,3,31,0,31,0.3409090909090909,0.0,0.8333333333333334,0.3409090909090909,0.0,0.0
Lethal Kniest-like dysplasia,28026,0,27,61,7,54,21,1,20,0.25925925925925924,0.037037037037037035,0.11475409836065574,0.25925925925925924,0.047619047619047616,0.037037037037037035
Melnick-Needles syndrome,31600,0,35,26,16,10,30,0,30,0.45714285714285713,0.0,0.6153846153846154,0.45714285714285713,0.0,0.0
Melorheostosis,29790,3,17,19,17,2,25,4,21,1.0,0.23529411764705882,0.8947368421052632,1.0,0.16,0.23529411764705882
Marshall-Smith syndrome,29367,0,29,19,8,11,15,1,14,0.27586206896551724,0.034482758620689655,0.42105263157894735,0.27586206896551724,0.06666666666666667,0.034482758620689655
Matthew-Wood syndrome,30311,0,20,18,10,8,16,1,15,0.5,0.05,0.5555555555555556,0.5,0.0625,0.05
Bifid uvula,31121,3,4,19,2,17,31,0,31,0.5,0.0,0.10526315789473684,0.5,0.0,0.0
Juberg-Hayward syndrome,28696,2,26,28,17,11,27,2,25,0.6538461538461539,0.07692307692307693,0.6071428571428571,0.6538461538461539,0.07407407407407407,0.07692307692307693
Kapur-Toriello syndrome,31290,1,22,19,9,10,31,1,30,0.4090909090909091,0.045454545454545456,0.47368421052631576,0.4090909090909091,0.03225806451612903,0.045454545454545456
Mitochondrial neurogastrointestinal encephalomyopathy,32417,0,48,24,24,0,27,6,21,0.5,0.125,1.0,0.5,0.2222222222222222,0.125
Chronic graft versus host disease,32520,1,53,21,16,5,19,6,13,0.3018867924528302,0.11320754716981132,0.7619047619047619,0.3018867924528302,0.3157894736842105,0.11320754716981132
Pleural mesothelioma,30725,3,17,20,18,2,28,8,20,1.0588235294117647,0.47058823529411764,0.9,1.0588235294117647,0.2857142857142857,0.47058823529411764
Müllerian derivatives-lymphangiectasia-polydactyly syndrome,29432,1,41,41,33,8,19,0,19,0.8048780487804879,0.0,0.8048780487804879,0.8048780487804879,0.0,0.0
Arnold-Chiari malformation type I,31379,5,44,62,44,18,27,7,20,1.0,0.1590909090909091,0.7096774193548387,1.0,0.25925925925925924,0.1590909090909091
Restrictive dermopathy,29066,1,58,26,20,6,13,1,12,0.3448275862068966,0.017241379310344827,0.7692307692307693,0.3448275862068966,0.07692307692307693,0.017241379310344827
Wrinkly skin syndrome,27675,0,61,21,13,8,20,0,20,0.21311475409836064,0.0,0.6190476190476191,0.21311475409836064,0.0,0.0
Distal deletion 15q syndrome,33436,2,60,17,4,13,21,1,20,0.06666666666666667,0.016666666666666666,0.23529411764705882,0.06666666666666667,0.047619047619047616,0.016666666666666666
Turner syndrome due to structural X chromosome anomalies,32829,5,113,25,25,0,28,8,20,0.22123893805309736,0.07079646017699115,1.0,0.22123893805309736,0.2857142857142857,0.07079646017699115
Mosaic monosomy X syndrome,32637,2,113,24,25,-1,40,12,28,0.22123893805309736,0.10619469026548672,1.0416666666666667,0.22123893805309736,0.3,0.10619469026548672
X-linked spasticity-intellectual disability-epilepsy syndrome,28704,14,7,23,4,19,21,4,17,0.5714285714285714,0.5714285714285714,0.17391304347826086,0.5714285714285714,0.19047619047619047,0.5714285714285714
Denys-Drash syndrome,31013,6,7,18,7,11,24,2,22,1.0,0.2857142857142857,0.3888888888888889,1.0,0.08333333333333333,0.2857142857142857
Danon disease,36778,14,6,30,1,29,23,0,23,0.16666666666666666,0.0,0.03333333333333333,0.16666666666666666,0.0,0.0
De Barsy syndrome,27798,0,66,54,53,1,38,0,38,0.803030303030303,0.0,0.9814814814814815,0.803030303030303,0.0,0.0
Hemangioblastoma,32188,3,16,15,16,-1,31,4,27,1.0,0.25,1.0666666666666667,1.0,0.12903225806451613,0.25
Thymic neuroendocrine tumor,95096,20,24,28,3,25,23,3,20,0.125,0.125,0.10714285714285714,0.125,0.13043478260869565,0.125
Wiedemann-Rautenstrauch syndrome,30429,2,128,141,117,24,23,1,22,0.9140625,0.0078125,0.8297872340425532,0.9140625,0.043478260869565216,0.0078125
"Heart-hand syndrome, Slovenian type",31419,1,7,13,5,8,28,1,27,0.7142857142857143,0.14285714285714285,0.38461538461538464,0.7142857142857143,0.03571428571428571,0.14285714285714285
Congenital enterocyte heparan sulfate deficiency,33360,4,10,16,7,9,28,2,26,0.7,0.2,0.4375,0.7,0.07142857142857142,0.2
Patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome,27701,4,8,18,8,10,37,2,35,1.0,0.25,0.4444444444444444,1.0,0.05405405405405406,0.25
Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency,33397,2,36,19,14,5,28,1,27,0.3888888888888889,0.027777777777777776,0.7368421052631579,0.3888888888888889,0.03571428571428571,0.027777777777777776
Gray platelet syndrome,31205,2,8,17,9,8,31,4,27,1.125,0.5,0.5294117647058824,1.125,0.12903225806451613,0.5
Atrial septal defect-atrioventricular conduction defects syndrome,28295,1,3,18,5,13,23,1,22,1.6666666666666667,0.3333333333333333,0.2777777777777778,1.6666666666666667,0.043478260869565216,0.3333333333333333
Meacham syndrome,31400,0,25,18,0,18,18,0,18,0.0,0.0,0.0,0.0,0.0,0.0
Microcephaly-albinism-digital anomalies syndrome,29753,9,8,26,6,20,28,2,26,0.75,0.25,0.23076923076923078,0.75,0.07142857142857142,0.25
Microbrachycephaly-ptosis-cleft lip syndrome,29673,4,36,20,14,6,28,6,22,0.3888888888888889,0.16666666666666666,0.7,0.3888888888888889,0.21428571428571427,0.16666666666666666
Microcephaly-cardiomyopathy syndrome,31468,5,15,18,12,6,24,3,21,0.8,0.2,0.6666666666666666,0.8,0.125,0.2
Blindness-scoliosis-arachnodactyly syndrome,32292,4,11,19,7,12,30,3,27,0.6363636363636364,0.2727272727272727,0.3684210526315789,0.6363636363636364,0.1,0.2727272727272727
Glycogen storage disease due to hepatic glycogen synthase deficiency,28161,1,14,17,12,5,23,0,23,0.8571428571428571,0.0,0.7058823529411765,0.8571428571428571,0.0,0.0
Leri pleonosteosis,27912,0,23,19,9,10,21,0,21,0.391304347826087,0.0,0.47368421052631576,0.391304347826087,0.0,0.0
Polydactyly-myopia syndrome,29088,2,5,18,1,17,33,1,32,0.2,0.2,0.05555555555555555,0.2,0.030303030303030304,0.2
Orofaciodigital syndrome type 4,27672,0,69,27,16,11,17,1,16,0.2318840579710145,0.014492753623188406,0.5925925925925926,0.2318840579710145,0.058823529411764705,0.014492753623188406
Pitt-Hopkins syndrome,38983,9,69,27,5,22,23,4,19,0.07246376811594203,0.057971014492753624,0.18518518518518517,0.07246376811594203,0.17391304347826086,0.057971014492753624
Marden-Walker syndrome,30945,0,61,33,30,3,26,2,24,0.4918032786885246,0.03278688524590164,0.9090909090909091,0.4918032786885246,0.07692307692307693,0.03278688524590164
Osteosclerotic bone dysplasia,38177,15,20,27,0,27,16,0,16,0.0,0.0,0.0,0.0,0.0,0.0
Marinesco-Sjögren syndrome,99505,12,45,37,2,35,17,1,16,0.044444444444444446,0.022222222222222223,0.05405405405405406,0.044444444444444446,0.058823529411764705,0.022222222222222223
Palmoplantar keratoderma-spastic paralysis syndrome,33538,2,12,16,11,5,29,2,27,0.9166666666666666,0.16666666666666666,0.6875,0.9166666666666666,0.06896551724137931,0.16666666666666666
Palmoplantar keratoderma-deafness syndrome,29543,12,3,26,2,24,39,0,39,0.6666666666666666,0.0,0.07692307692307693,0.6666666666666666,0.0,0.0
Autosomal dominant epidermolytic ichthyosis,38946,16,11,24,3,21,24,4,20,0.2727272727272727,0.36363636363636365,0.125,0.2727272727272727,0.16666666666666666,0.36363636363636365
Palmoplantar keratoderma-esophageal carcinoma syndrome,30179,5,15,20,16,4,27,7,20,1.0666666666666667,0.4666666666666667,0.8,1.0666666666666667,0.25925925925925924,0.4666666666666667
Epidermolysis bullosa simplex with muscular dystrophy,27434,2,19,25,7,18,25,1,24,0.3684210526315789,0.05263157894736842,0.28,0.3684210526315789,0.04,0.05263157894736842
Hydrolethalus,29931,0,28,24,12,12,35,2,33,0.42857142857142855,0.07142857142857142,0.5,0.42857142857142855,0.05714285714285714,0.07142857142857142
Arthrochalasia Ehlers-Danlos syndrome,28563,1,26,19,10,9,21,1,20,0.38461538461538464,0.038461538461538464,0.5263157894736842,0.38461538461538464,0.047619047619047616,0.038461538461538464
Dermatosparaxis Ehlers-Danlos syndrome,27624,5,35,26,14,12,33,3,30,0.4,0.08571428571428572,0.5384615384615384,0.4,0.09090909090909091,0.08571428571428572
Thumb deformity-alopecia-pigmentation anomaly syndrome,29692,3,24,22,18,4,24,2,22,0.75,0.08333333333333333,0.8181818181818182,0.75,0.08333333333333333,0.08333333333333333
Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome,33507,0,32,17,16,1,23,5,18,0.5,0.15625,0.9411764705882353,0.5,0.21739130434782608,0.15625
Ulna hypoplasia-intellectual disability syndrome,30575,2,20,26,23,3,37,2,35,1.15,0.1,0.8846153846153846,1.15,0.05405405405405406,0.1
Hypertrichosis cubiti,29153,0,27,25,20,5,6,0,6,0.7407407407407407,0.0,0.8,0.7407407407407407,0.0,0.0
Cervical hypertrichosis-peripheral neuropathy syndrome,30000,9,6,18,3,15,38,0,38,0.5,0.0,0.16666666666666666,0.5,0.0,0.0
Hypertelorism-microtia-facial clefting syndrome,29319,2,15,28,11,17,40,4,36,0.7333333333333333,0.26666666666666666,0.39285714285714285,0.7333333333333333,0.1,0.26666666666666666
Hypertelorism-hypospadias-polysyndactyly syndrome,31233,2,35,34,28,6,32,3,29,0.8,0.08571428571428572,0.8235294117647058,0.8,0.09375,0.08571428571428572
Ankylosing vertebral hyperostosis with tylosis,33335,1,5,20,2,18,23,2,21,0.4,0.4,0.1,0.4,0.08695652173913043,0.4
Congenital patella dislocation,33356,8,8,14,8,6,22,4,18,1.0,0.5,0.5714285714285714,1.0,0.18181818181818182,0.5
Adenosine monophosphate deaminase deficiency,27667,0,7,18,7,11,13,0,13,1.0,0.0,0.3888888888888889,1.0,0.0,0.0
Acitretin/etretinate embryopathy,32239,0,27,22,22,0,39,0,39,0.8148148148148148,0.0,1.0,0.8148148148148148,0.0,0.0
Carnitine-acylcarnitine translocase deficiency,31976,5,30,18,13,5,30,6,24,0.43333333333333335,0.2,0.7222222222222222,0.43333333333333335,0.2,0.2
Pudendal nerve entrapment syndrome,27690,5,18,25,5,20,23,3,20,0.2777777777777778,0.16666666666666666,0.2,0.2777777777777778,0.13043478260869565,0.16666666666666666
Double uterus-hemivagina-renal agenesis syndrome,28216,0,12,12,11,1,24,2,22,0.9166666666666666,0.16666666666666666,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.16666666666666666
W syndrome,38849,9,25,42,0,42,32,0,32,0.0,0.0,0.0,0.0,0.0,0.0
DDOST-CDG,30268,0,23,18,14,4,22,1,21,0.6086956521739131,0.043478260869565216,0.7777777777777778,0.6086956521739131,0.045454545454545456,0.043478260869565216
XK aprosencephaly syndrome,30599,3,12,21,9,12,41,2,39,0.75,0.16666666666666666,0.42857142857142855,0.75,0.04878048780487805,0.16666666666666666
Lateral meningocele syndrome,30158,0,41,19,13,6,3,0,3,0.3170731707317073,0.0,0.6842105263157895,0.3170731707317073,0.0,0.0
X-linked sideroblastic anemia and spinocerebellar ataxia,30154,4,33,18,11,7,22,4,18,0.3333333333333333,0.12121212121212122,0.6111111111111112,0.3333333333333333,0.18181818181818182,0.12121212121212122
Björnstad syndrome,31383,2,5,17,4,13,29,0,29,0.8,0.0,0.23529411764705882,0.8,0.0,0.0
Acquired hypertrichosis lanuginosa,33530,2,18,17,14,3,12,1,11,0.7777777777777778,0.05555555555555555,0.8235294117647058,0.7777777777777778,0.08333333333333333,0.05555555555555555
Kallmann syndrome-heart disease syndrome,33051,3,29,20,21,-1,25,5,20,0.7241379310344828,0.1724137931034483,1.05,0.7241379310344828,0.2,0.1724137931034483
Familial pancreatic carcinoma,29050,5,24,16,14,2,21,6,15,0.5833333333333334,0.25,0.875,0.5833333333333334,0.2857142857142857,0.25
Congenital aortic valve stenosis,32802,6,17,19,12,7,21,2,19,0.7058823529411765,0.11764705882352941,0.631578947368421,0.7058823529411765,0.09523809523809523,0.11764705882352941
Ring chromosome 22 syndrome,32376,0,33,31,32,-1,30,1,29,0.9696969696969697,0.030303030303030304,1.032258064516129,0.9696969696969697,0.03333333333333333,0.030303030303030304
Early-onset autosomal dominant Alzheimer disease,28780,5,26,23,11,12,28,3,25,0.4230769230769231,0.11538461538461539,0.4782608695652174,0.4230769230769231,0.10714285714285714,0.11538461538461539
DNAJB6-related limb-girdle muscular dystrophy D1,30310,2,12,19,10,9,22,0,22,0.8333333333333334,0.0,0.5263157894736842,0.8333333333333334,0.0,0.0
Myoclonus-dystonia syndrome,33386,10,11,28,10,18,32,2,30,0.9090909090909091,0.18181818181818182,0.35714285714285715,0.9090909090909091,0.0625,0.18181818181818182
Lambert-Eaton myasthenic syndrome,33451,6,16,26,11,15,20,0,20,0.6875,0.0,0.4230769230769231,0.6875,0.0,0.0
Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,28751,0,43,24,15,9,21,4,17,0.3488372093023256,0.09302325581395349,0.625,0.3488372093023256,0.19047619047619047,0.09302325581395349
Partial deletion of the short arm of chromosome 8 syndrome,39324,20,0,59,0,59,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0
Trisomy 8p syndrome,32953,1,65,17,17,0,37,4,33,0.26153846153846155,0.06153846153846154,1.0,0.26153846153846155,0.10810810810810811,0.06153846153846154
Dopa-responsive dystonia due to sepiapterin reductase deficiency,27441,4,26,20,13,7,31,6,25,0.5,0.23076923076923078,0.65,0.5,0.1935483870967742,0.23076923076923078
Distal duplication 5q syndrome,38415,10,30,31,2,29,26,3,23,0.06666666666666667,0.1,0.06451612903225806,0.06666666666666667,0.11538461538461539,0.1
Spinal muscular atrophy-Dandy-Walker malformation-cataracts syndrome,32247,10,7,25,8,17,30,1,29,1.1428571428571428,0.14285714285714285,0.32,1.1428571428571428,0.03333333333333333,0.14285714285714285
Combined immunodeficiency-enteropathy spectrum,38553,13,30,30,2,28,24,1,23,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.041666666666666664,0.03333333333333333
X-linked intellectual disability-plagiocephaly syndrome,28823,2,14,14,12,2,38,3,35,0.8571428571428571,0.21428571428571427,0.8571428571428571,0.8571428571428571,0.07894736842105263,0.21428571428571427
SCARF syndrome,28136,0,32,36,25,11,29,0,29,0.78125,0.0,0.6944444444444444,0.78125,0.0,0.0
Ulnar-mammary syndrome,30503,0,36,19,9,10,21,0,21,0.25,0.0,0.47368421052631576,0.25,0.0,0.0
Hereditary hyperekplexia,27484,3,21,24,17,7,23,7,16,0.8095238095238095,0.3333333333333333,0.7083333333333334,0.8095238095238095,0.30434782608695654,0.3333333333333333
Stimmler syndrome,30523,0,9,17,7,10,19,0,19,0.7777777777777778,0.0,0.4117647058823529,0.7777777777777778,0.0,0.0
"Deaf blind hypopigmentation syndrome, Yemenite type",27918,0,22,13,0,13,38,8,30,0.0,0.36363636363636365,0.0,0.0,0.21052631578947367,0.36363636363636365
Tetramelic monodactyly,29581,6,2,25,1,24,22,0,22,0.5,0.0,0.04,0.5,0.0,0.0
Microcephaly-cleft palate-abnormal retinal pigmentation syndrome,32767,3,12,25,11,14,29,2,27,0.9166666666666666,0.16666666666666666,0.44,0.9166666666666666,0.06896551724137931,0.16666666666666666
Infantile epileptic spasms syndrome,39077,5,6,54,1,53,30,2,28,0.16666666666666666,0.3333333333333333,0.018518518518518517,0.16666666666666666,0.06666666666666667,0.3333333333333333
"Oculocerebrofacial syndrome, Kaufman type",30909,0,44,17,11,6,9,2,7,0.25,0.045454545454545456,0.6470588235294118,0.25,0.2222222222222222,0.045454545454545456
"Autosomal recessive cutis laxa type 2, classic type",27841,7,57,30,16,14,29,1,28,0.2807017543859649,0.017543859649122806,0.5333333333333333,0.2807017543859649,0.034482758620689655,0.017543859649122806
Neuhauser-Eichner-Opitz syndrome,98826,0,14,6,0,6,32,1,31,0.0,0.07142857142857142,0.0,0.0,0.03125,0.07142857142857142
Port-wine nevi-mega cisterna magna-hydrocephalus syndrome,98778,15,10,30,1,29,30,1,29,0.1,0.1,0.03333333333333333,0.1,0.03333333333333333,0.1
"Blepharophimosis-intellectual disability syndrome, Ohdo type",35826,0,26,26,6,20,17,3,14,0.23076923076923078,0.11538461538461539,0.23076923076923078,0.23076923076923078,0.17647058823529413,0.11538461538461539
Imperforate oropharynx-costovertebral anomalies syndrome,32391,3,27,26,27,-1,21,3,18,1.0,0.1111111111111111,1.0384615384615385,1.0,0.14285714285714285,0.1111111111111111
Postaxial tetramelic oligodactyly,29948,3,4,17,3,14,18,0,18,0.75,0.0,0.17647058823529413,0.75,0.0,0.0
Digital extensor muscle aplasia-polyneuropathy,27875,0,9,18,9,9,25,0,25,1.0,0.0,0.5,1.0,0.0,0.0
Ptosis-vocal cord paralysis syndrome,29904,8,6,28,6,22,27,0,27,1.0,0.0,0.21428571428571427,1.0,0.0,0.0
"Familial osteodysplasia, Anderson type",32383,0,31,17,16,1,16,0,16,0.5161290322580645,0.0,0.9411764705882353,0.5161290322580645,0.0,0.0
Renal caliceal diverticuli-deafness syndrome,32430,9,6,23,7,16,28,0,28,1.1666666666666667,0.0,0.30434782608695654,1.1666666666666667,0.0,0.0
Wilson-Turner syndrome,27809,1,28,18,11,7,30,0,30,0.39285714285714285,0.0,0.6111111111111112,0.39285714285714285,0.0,0.0
Absent radius-anogenital anomalies syndrome,30195,2,9,16,8,8,36,1,35,0.8888888888888888,0.1111111111111111,0.5,0.8888888888888888,0.027777777777777776,0.1111111111111111
Radio-renal syndrome,30731,1,24,25,19,6,17,1,16,0.7916666666666666,0.041666666666666664,0.76,0.7916666666666666,0.058823529411764705,0.041666666666666664
Microgastria-limb reduction defect syndrome,28114,1,48,52,36,16,32,1,31,0.75,0.020833333333333332,0.6923076923076923,0.75,0.03125,0.020833333333333332
VACTERL with hydrocephalus,28762,3,33,18,14,4,22,5,17,0.42424242424242425,0.15151515151515152,0.7777777777777778,0.42424242424242425,0.22727272727272727,0.15151515151515152
Tremor-nystagmus-duodenal ulcer syndrome,29154,8,4,27,5,22,25,1,24,1.25,0.25,0.18518518518518517,1.25,0.04,0.25
Extensor tendons of finger anomalies,29251,1,6,13,5,8,12,0,12,0.8333333333333334,0.0,0.38461538461538464,0.8333333333333334,0.0,0.0
Classic Hodgkin lymphoma,33077,4,32,17,13,4,20,7,13,0.40625,0.21875,0.7647058823529411,0.40625,0.35,0.21875
Inherited Creutzfeldt-Jakob disease,32477,5,50,28,11,17,22,6,16,0.22,0.12,0.39285714285714285,0.22,0.2727272727272727,0.12
SHORT syndrome,27483,1,37,17,12,5,34,2,32,0.32432432432432434,0.05405405405405406,0.7058823529411765,0.32432432432432434,0.058823529411764705,0.05405405405405406
Neuroectodermal melanolysosomal disease,95816,18,29,39,1,38,33,1,32,0.034482758620689655,0.034482758620689655,0.02564102564102564,0.034482758620689655,0.030303030303030304,0.034482758620689655
Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,33240,3,28,19,17,2,30,4,26,0.6071428571428571,0.14285714285714285,0.8947368421052632,0.6071428571428571,0.13333333333333333,0.14285714285714285
Ogden syndrome,30624,0,41,57,34,23,34,0,34,0.8292682926829268,0.0,0.5964912280701754,0.8292682926829268,0.0,0.0
Proximal myopathy with extrapyramidal signs,27666,3,25,19,14,5,27,5,22,0.56,0.2,0.7368421052631579,0.56,0.18518518518518517,0.2
Hereditary myopathy with early respiratory failure,30168,2,24,22,11,11,22,4,18,0.4583333333333333,0.16666666666666666,0.5,0.4583333333333333,0.18181818181818182,0.16666666666666666
Congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome,29690,2,30,31,27,4,23,3,20,0.9,0.1,0.8709677419354839,0.9,0.13043478260869565,0.1
Autosomal dominant Emery-Dreifuss muscular dystrophy,27738,4,44,39,20,19,26,2,24,0.45454545454545453,0.045454545454545456,0.5128205128205128,0.45454545454545453,0.07692307692307693,0.045454545454545456
Autosomal recessive Emery-Dreifuss muscular dystrophy,27738,4,40,19,9,10,24,3,21,0.225,0.075,0.47368421052631576,0.225,0.125,0.075
X-linked Emery-Dreifuss muscular dystrophy,27674,3,44,23,14,9,29,3,26,0.3181818181818182,0.06818181818181818,0.6086956521739131,0.3181818181818182,0.10344827586206896,0.06818181818181818
Pontocerebellar hypoplasia type 10,27716,2,27,38,10,28,14,0,14,0.37037037037037035,0.0,0.2631578947368421,0.37037037037037035,0.0,0.0
Autosomal recessive centronuclear myopathy,29888,4,36,47,31,16,23,3,20,0.8611111111111112,0.08333333333333333,0.6595744680851063,0.8611111111111112,0.13043478260869565,0.08333333333333333
Autosomal dominant Charcot-Marie-Tooth disease type 2K,29098,2,10,27,12,15,21,1,20,1.2,0.1,0.4444444444444444,1.2,0.047619047619047616,0.1
FKRP-related limb-girdle muscular dystrophy R9,30310,4,17,19,6,13,29,3,26,0.35294117647058826,0.17647058823529413,0.3157894736842105,0.35294117647058826,0.10344827586206896,0.17647058823529413
