disease,rag_top_node_id,common_symptoms,total_symptoms,rag_total_symptoms,rag_matches,rag_hallucinations,no_rag_total_symptoms,no_rag_matches,no_rag_hallucinations,rag_accuracy,no_rag_accuracy,rag_precision,rag_recall,no_rag_precision,no_rag_recall
3q29 microduplication syndrome,31466,3,0,20,0,20,31,0,31,0.0,0.0,0.0,0.0,0.0,0.0
2q32q33 microdeletion syndrome,32429,6,4,100,2,98,28,2,26,0.5,0.5,0.02,0.5,0.07142857142857142,0.5
2q31.1 microdeletion syndrome,32429,6,2,99,2,97,23,1,22,1.0,0.5,0.020202020202020204,1.0,0.043478260869565216,0.5
1q21.1 microduplication syndrome,32869,1,2,19,2,17,25,1,24,1.0,0.5,0.10526315789473684,1.0,0.04,0.5
1q21.1 microdeletion syndrome,32429,4,0,99,0,99,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0
Autosomal recessive Stickler syndrome,32565,11,5,24,3,21,33,1,32,0.6,0.2,0.125,0.6,0.030303030303030304,0.2
Isolated aniridia,32592,15,7,22,3,19,32,2,30,0.42857142857142855,0.2857142857142857,0.13636363636363635,0.42857142857142855,0.0625,0.2857142857142857
Dominant beta-thalassemia,33437,2,2,17,0,17,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0
Usher syndrome type 3,27268,3,9,17,0,17,23,1,22,0.0,0.1111111111111111,0.0,0.0,0.043478260869565216,0.1111111111111111
Beta-thalassemia major,33437,2,8,17,1,16,28,0,28,0.125,0.0,0.058823529411764705,0.125,0.0,0.0
Usher syndrome type 1,27268,4,12,17,2,15,28,2,26,0.16666666666666666,0.16666666666666666,0.11764705882352941,0.16666666666666666,0.07142857142857142,0.16666666666666666
Usher syndrome type 2,27268,5,8,17,0,17,37,0,37,0.0,0.0,0.0,0.0,0.0,0.0
Classical-like Ehlers-Danlos syndrome type 1,28078,1,1,17,0,17,24,0,24,0.0,0.0,0.0,0.0,0.0,0.0
Combined immunodeficiency due to partial RAG1 deficiency,33548,6,7,20,5,15,17,1,16,0.7142857142857143,0.14285714285714285,0.25,0.7142857142857143,0.058823529411764705,0.14285714285714285
Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome,27919,1,9,18,9,9,26,0,26,1.0,0.0,0.5,1.0,0.0,0.0
Beta-thalassemia-X-linked thrombocytopenia syndrome,31589,5,6,16,7,9,20,5,15,1.1666666666666667,0.8333333333333334,0.4375,1.1666666666666667,0.25,0.8333333333333334
Alpha-thalassemia-myelodysplastic syndrome,28428,6,5,22,4,18,19,1,18,0.8,0.2,0.18181818181818182,0.8,0.05263157894736842,0.2
Hemoglobin C-beta-thalassemia syndrome,33422,7,4,23,4,19,22,2,20,1.0,0.5,0.17391304347826086,1.0,0.09090909090909091,0.5
Hemoglobin E-beta-thalassemia syndrome,33424,13,3,25,4,21,28,2,26,1.3333333333333333,0.6666666666666666,0.16,1.3333333333333333,0.07142857142857142,0.6666666666666666
Delta-beta-thalassemia,33418,5,3,32,3,29,27,1,26,1.0,0.3333333333333333,0.09375,1.0,0.037037037037037035,0.3333333333333333
Persistent placoid maculopathy,32470,5,3,20,4,16,30,2,28,1.3333333333333333,0.6666666666666666,0.2,1.3333333333333333,0.06666666666666667,0.6666666666666666
Dermotrichic syndrome,33320,0,15,20,12,8,26,0,26,0.8,0.0,0.6,0.8,0.0,0.0
Ravine syndrome,32332,1,10,14,11,3,27,0,27,1.1,0.0,0.7857142857142857,1.1,0.0,0.0
Familial gestational hyperthyroidism,27661,3,9,21,6,15,16,2,14,0.6666666666666666,0.2222222222222222,0.2857142857142857,0.6666666666666666,0.125,0.2222222222222222
Symptomatic form of HFE-related hemochromatosis,28176,4,4,18,0,18,32,0,32,0.0,0.0,0.0,0.0,0.0,0.0
IRVAN syndrome,32496,0,0,19,0,19,38,0,38,0.0,0.0,0.0,0.0,0.0,0.0
Zebra body myopathy,32218,1,21,16,15,1,22,2,20,0.7142857142857143,0.09523809523809523,0.9375,0.7142857142857143,0.09090909090909091,0.09523809523809523
Interstitial granulomatous dermatitis with arthritis,33197,8,6,21,5,16,28,2,26,0.8333333333333334,0.3333333333333333,0.23809523809523808,0.8333333333333334,0.07142857142857142,0.3333333333333333
Kidney tubulopathy-dilated cardiomyopathy syndrome,32335,0,6,17,5,12,19,0,19,0.8333333333333334,0.0,0.29411764705882354,0.8333333333333334,0.0,0.0
Familial isolated hypoparathyroidism due to agenesis of parathyroid gland,31288,5,6,18,6,12,30,0,30,1.0,0.0,0.3333333333333333,1.0,0.0,0.0
Familial hyperthyroidism due to mutations in TSH receptor,27204,4,9,16,7,9,31,4,27,0.7777777777777778,0.4444444444444444,0.4375,0.7777777777777778,0.12903225806451613,0.4444444444444444
PLIN1-related familial partial lipodystrophy,27788,0,12,19,1,18,9,0,9,0.08333333333333333,0.0,0.05263157894736842,0.08333333333333333,0.0,0.0
Idiopathic localized lipodystrophy,33043,2,2,15,2,13,29,0,29,1.0,0.0,0.13333333333333333,1.0,0.0,0.0
Drug-induced localized lipodystrophy,33049,7,2,23,2,21,28,0,28,1.0,0.0,0.08695652173913043,1.0,0.0,0.0
Sagliker syndrome,32644,0,4,21,4,17,24,0,24,1.0,0.0,0.19047619047619047,1.0,0.0,0.0
Cono-spondylar dysplasia,33540,0,4,21,3,18,19,0,19,0.75,0.0,0.14285714285714285,0.75,0.0,0.0
Aneurysm of sinus of Valsalva,33011,6,1,19,1,18,26,0,26,1.0,0.0,0.05263157894736842,1.0,0.0,0.0
Bazex syndrome,32801,0,7,17,6,11,24,0,24,0.8571428571428571,0.0,0.35294117647058826,0.8571428571428571,0.0,0.0
Tetrasomy 5p syndrome,39338,20,21,31,0,31,26,0,26,0.0,0.0,0.0,0.0,0.0,0.0
Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome due to TPP2 deficiency,32994,6,10,24,7,17,29,2,27,0.7,0.2,0.2916666666666667,0.7,0.06896551724137931,0.2
Lichen planus pemphigoides,32627,5,4,21,4,17,24,1,23,1.0,0.25,0.19047619047619047,1.0,0.041666666666666664,0.25
Monosomy 18q syndrome,32686,1,0,44,0,44,29,0,29,0.0,0.0,0.0,0.0,0.0,0.0
Pineoblastoma,96482,12,2,23,1,22,20,1,19,0.5,0.5,0.043478260869565216,0.5,0.05,0.5
Madras motor neuron disease,32310,4,2,17,1,16,17,0,17,0.5,0.0,0.058823529411764705,0.5,0.0,0.0
Ganglioneuroma,33013,1,1,16,1,15,29,0,29,1.0,0.0,0.0625,1.0,0.0,0.0
Perioral myoclonia with absences,32756,3,6,21,5,16,29,0,29,0.8333333333333334,0.0,0.23809523809523808,0.8333333333333334,0.0,0.0
Elastoderma,32459,12,4,20,4,16,28,1,27,1.0,0.25,0.2,1.0,0.03571428571428571,0.25
Cap polyposis,32576,12,5,16,4,12,24,2,22,0.8,0.4,0.25,0.8,0.08333333333333333,0.4
Congenital panfollicular nevus,27712,7,3,18,2,16,15,1,14,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.06666666666666667,0.3333333333333333
Linear atrophoderma of Moulin,27786,8,1,21,0,21,43,0,43,0.0,0.0,0.0,0.0,0.0,0.0
Microcephalic primordial dwarfism-insulin resistance syndrome,33102,2,7,20,6,14,24,0,24,0.8571428571428571,0.0,0.3,0.8571428571428571,0.0,0.0
Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa,33256,6,10,20,10,10,34,1,33,1.0,0.1,0.5,1.0,0.029411764705882353,0.1
Chylomicron retention disease,30905,1,6,17,2,15,20,1,19,0.3333333333333333,0.16666666666666666,0.11764705882352941,0.3333333333333333,0.05,0.16666666666666666
Idiopathic hypercalciuria,29700,6,2,14,1,13,22,1,21,0.5,0.5,0.07142857142857142,0.5,0.045454545454545456,0.5
Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome,33086,19,3,24,3,21,27,1,26,1.0,0.3333333333333333,0.125,1.0,0.037037037037037035,0.3333333333333333
Hyperlipidemia due to hepatic triacylglycerol lipase deficiency,31492,6,3,20,3,17,33,1,32,1.0,0.3333333333333333,0.15,1.0,0.030303030303030304,0.3333333333333333
Contractures-developmental delay-Pierre Robin syndrome,32988,3,2,18,2,16,29,0,29,1.0,0.0,0.1111111111111111,1.0,0.0,0.0
HIDEA syndrome,28693,4,8,27,1,26,28,2,26,0.125,0.25,0.037037037037037035,0.125,0.07142857142857142,0.25
20q11.2 microdeletion syndrome,32429,3,4,100,1,99,30,0,30,0.25,0.0,0.01,0.25,0.0,0.0
Distal deletion 1q syndrome,32517,1,15,20,14,6,28,1,27,0.9333333333333333,0.06666666666666667,0.7,0.9333333333333333,0.03571428571428571,0.06666666666666667
11q22.2q22.3 microdeletion syndrome,32429,2,0,18,0,18,31,0,31,0.0,0.0,0.0,0.0,0.0,0.0
Steroid-responsive encephalopathy associated with autoimmune thyroiditis,27715,3,3,18,1,17,30,0,30,0.3333333333333333,0.0,0.05555555555555555,0.3333333333333333,0.0,0.0
Isolated sedoheptulokinase deficiency,31189,0,3,16,1,15,31,0,31,0.3333333333333333,0.0,0.0625,0.3333333333333333,0.0,0.0
AApoAIV amyloidosis,33159,5,2,20,0,20,23,0,23,0.0,0.0,0.0,0.0,0.0,0.0
Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome,33282,2,6,17,6,11,31,2,29,1.0,0.3333333333333333,0.35294117647058826,1.0,0.06451612903225806,0.3333333333333333
Evans syndrome,29415,8,4,23,1,22,22,3,19,0.25,0.75,0.043478260869565216,0.25,0.13636363636363635,0.75
Immune thrombocytopenia,83934,19,1,23,0,23,25,0,25,0.0,0.0,0.0,0.0,0.0,0.0
Primary biliary cholangitis,31144,2,6,19,2,17,24,0,24,0.3333333333333333,0.0,0.10526315789473684,0.3333333333333333,0.0,0.0
Atopic keratoconjunctivitis,32918,3,4,16,1,15,26,1,25,0.25,0.25,0.0625,0.25,0.038461538461538464,0.25
Myasthenia gravis,31650,2,1,25,2,23,23,1,22,2.0,1.0,0.08,2.0,0.043478260869565216,1.0
CAMOS syndrome,32309,0,9,15,8,7,18,0,18,0.8888888888888888,0.0,0.5333333333333333,0.8888888888888888,0.0,0.0
X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome,32378,0,9,18,5,13,10,2,8,0.5555555555555556,0.2222222222222222,0.2777777777777778,0.5555555555555556,0.2,0.2222222222222222
COG2-CDG,32379,0,0,18,0,18,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0
Short stature-advanced bone age-early-onset osteoarthritis syndrome,33539,11,0,19,0,19,31,0,31,0.0,0.0,0.0,0.0,0.0,0.0
3p25.3 microdeletion syndrome,33211,2,1,42,1,41,30,1,29,1.0,1.0,0.023809523809523808,1.0,0.03333333333333333,1.0
Stargardt disease,27913,1,13,17,11,6,19,2,17,0.8461538461538461,0.15384615384615385,0.6470588235294118,0.8461538461538461,0.10526315789473684,0.15384615384615385
Estrogen resistance syndrome,27750,1,14,16,12,4,38,1,37,0.8571428571428571,0.07142857142857142,0.75,0.8571428571428571,0.02631578947368421,0.07142857142857142
Primary hypergonadotropic hypogonadism-partial alopecia syndrome,28245,3,27,39,26,13,25,4,21,0.9629629629629629,0.14814814814814814,0.6666666666666666,0.9629629629629629,0.16,0.14814814814814814
Keppen-Lubinsky syndrome,28280,1,9,34,6,28,20,2,18,0.6666666666666666,0.2222222222222222,0.17647058823529413,0.6666666666666666,0.1,0.2222222222222222
Stiff person spectrum disorder,98549,6,5,20,0,20,25,1,24,0.0,0.2,0.0,0.0,0.04,0.2
Progressive supranuclear palsy,27828,5,9,27,3,24,27,1,26,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.037037037037037035,0.1111111111111111
Laminin subunit alpha 2-related congenital muscular dystrophy,31690,2,16,28,3,25,22,3,19,0.1875,0.1875,0.10714285714285714,0.1875,0.13636363636363635,0.1875
Leber hereditary optic neuropathy,30612,4,2,17,1,16,26,0,26,0.5,0.0,0.058823529411764705,0.5,0.0,0.0
Aromatase deficiency,28433,2,20,16,10,6,27,2,25,0.5,0.1,0.625,0.5,0.07407407407407407,0.1
Familial median cleft of the upper and lower lips,30845,3,10,15,10,5,28,2,26,1.0,0.2,0.6666666666666666,1.0,0.07142857142857142,0.2
Lissencephaly type 3-metacarpal bone dysplasia syndrome,29795,0,23,18,14,4,26,1,25,0.6086956521739131,0.043478260869565216,0.7777777777777778,0.6086956521739131,0.038461538461538464,0.043478260869565216
MEDNIK syndrome,30928,0,5,19,4,15,19,0,19,0.8,0.0,0.21052631578947367,0.8,0.0,0.0
Postorgasmic illness syndrome,35879,13,2,32,1,31,17,1,16,0.5,0.5,0.03125,0.5,0.058823529411764705,0.5
Muscular hypertrophy-hepatomegaly-polyhydramnios syndrome,32632,2,8,17,6,11,14,0,14,0.75,0.0,0.35294117647058826,0.75,0.0,0.0
Ketamine-induced biliary dilatation,32921,11,4,26,6,20,21,3,18,1.5,0.75,0.23076923076923078,1.5,0.14285714285714285,0.75
7p22.1 microduplication syndrome,32377,10,11,27,9,18,32,4,28,0.8181818181818182,0.36363636363636365,0.3333333333333333,0.8181818181818182,0.125,0.36363636363636365
Autosomal recessive frontotemporal pachygyria,31852,4,7,22,7,15,24,0,24,1.0,0.0,0.3181818181818182,1.0,0.0,0.0
Woodhouse-Sakati syndrome,32075,1,29,17,13,4,16,1,15,0.4482758620689655,0.034482758620689655,0.7647058823529411,0.4482758620689655,0.0625,0.034482758620689655
Mitochondrial DNA-related cardiomyopathy and hearing loss,30794,11,7,29,4,25,33,4,29,0.5714285714285714,0.5714285714285714,0.13793103448275862,0.5714285714285714,0.12121212121212122,0.5714285714285714
Birdshot chorioretinopathy,31512,4,8,24,8,16,21,1,20,1.0,0.125,0.3333333333333333,1.0,0.047619047619047616,0.125
Generalized eruptive keratoacanthoma,33339,2,0,23,0,23,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0
Multiple myeloma,30494,2,2,20,1,19,27,0,27,0.5,0.0,0.05,0.5,0.0,0.0
Congenital megacalycosis,32922,3,1,17,1,16,17,1,16,1.0,1.0,0.058823529411764705,1.0,0.058823529411764705,1.0
Herpes simplex virus stromal keratitis,32880,6,4,20,5,15,20,1,19,1.25,0.25,0.25,1.25,0.05,0.25
Transaldolase deficiency,30351,0,6,20,4,16,34,0,34,0.6666666666666666,0.0,0.2,0.6666666666666666,0.0,0.0
Congenital hypothyroidism due to maternal intake of antithyroid drugs,27711,1,5,20,1,19,42,1,41,0.2,0.2,0.05,0.2,0.023809523809523808,0.2
LIPE-related familial partial lipodystrophy,30508,0,18,19,11,8,14,0,14,0.6111111111111112,0.0,0.5789473684210527,0.6111111111111112,0.0,0.0
CIDEC-related familial partial lipodystrophy,30508,1,15,18,8,10,25,1,24,0.5333333333333333,0.06666666666666667,0.4444444444444444,0.5333333333333333,0.04,0.06666666666666667
"Short stature, Brussels type",29294,3,3,16,5,11,30,3,27,1.6666666666666667,1.0,0.3125,1.6666666666666667,0.1,1.0
Neovascular glaucoma,33472,4,4,15,3,12,16,1,15,0.75,0.25,0.2,0.75,0.0625,0.25
Familial multinodular goiter,30539,12,1,20,1,19,30,1,29,1.0,1.0,0.05,1.0,0.03333333333333333,1.0
Developmental and speech delay due to SOX5 deficiency,32780,3,4,29,4,25,31,3,28,1.0,0.75,0.13793103448275862,1.0,0.0967741935483871,0.75
Idiopathic pulmonary arterial hypertension,27688,6,6,16,6,10,20,3,17,1.0,0.5,0.375,1.0,0.15,0.5
Eiken syndrome,27233,1,3,17,2,15,28,1,27,0.6666666666666666,0.3333333333333333,0.11764705882352941,0.6666666666666666,0.03571428571428571,0.3333333333333333
Combined hamartoma of the retina and retinal pigment epithelium,32683,12,2,23,2,21,33,0,33,1.0,0.0,0.08695652173913043,1.0,0.0,0.0
Familial anetoderma,32454,5,1,21,1,20,22,0,22,1.0,0.0,0.047619047619047616,1.0,0.0,0.0
Leukoencephalopathy with bilateral anterior temporal lobe cysts,32765,5,6,19,6,13,23,0,23,1.0,0.0,0.3157894736842105,1.0,0.0,0.0
Infantile digital fibromatosis,32463,4,1,16,1,15,23,0,23,1.0,0.0,0.0625,1.0,0.0,0.0
Cardiomyopathy-hypotonia-lactic acidosis syndrome,29195,4,6,19,6,13,18,2,16,1.0,0.3333333333333333,0.3157894736842105,1.0,0.1111111111111111,0.3333333333333333
DEND syndrome,27812,1,2,18,2,16,35,0,35,1.0,0.0,0.1111111111111111,1.0,0.0,0.0
GNE myopathy,27807,2,7,35,8,27,21,0,21,1.1428571428571428,0.0,0.22857142857142856,1.1428571428571428,0.0,0.0
Autosomal recessive spastic paraplegia type 57,27668,4,14,22,4,18,36,2,34,0.2857142857142857,0.14285714285714285,0.18181818181818182,0.2857142857142857,0.05555555555555555,0.14285714285714285
Burkitt lymphoma,30075,1,0,16,0,16,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0
PPARG-related familial partial lipodystrophy,27788,0,10,18,5,13,9,0,9,0.5,0.0,0.2777777777777778,0.5,0.0,0.0
Infantile nephropathic cystinosis,27421,1,22,19,4,15,13,2,11,0.18181818181818182,0.09090909090909091,0.21052631578947367,0.18181818181818182,0.15384615384615385,0.09090909090909091
RIN2 syndrome,29596,1,16,20,9,11,32,0,32,0.5625,0.0,0.45,0.5625,0.0,0.0
Pseudoprogeria syndrome,28486,1,20,19,17,2,32,3,29,0.85,0.15,0.8947368421052632,0.85,0.09375,0.15
Osteosarcoma,31481,3,2,14,2,12,19,0,19,1.0,0.0,0.14285714285714285,1.0,0.0,0.0
Insulin autoimmune syndrome,33029,5,6,23,5,18,24,0,24,0.8333333333333334,0.0,0.21739130434782608,0.8333333333333334,0.0,0.0
Acrocephalopolydactyly,28752,1,19,19,5,14,29,1,28,0.2631578947368421,0.05263157894736842,0.2631578947368421,0.2631578947368421,0.034482758620689655,0.05263157894736842
AKT2-related familial partial lipodystrophy,33204,1,9,26,8,18,12,1,11,0.8888888888888888,0.1111111111111111,0.3076923076923077,0.8888888888888888,0.08333333333333333,0.1111111111111111
Atypical juvenile parkinsonism,32974,3,8,16,3,13,22,4,18,0.375,0.5,0.1875,0.375,0.18181818181818182,0.5
Friedreich ataxia,30072,2,7,18,2,16,9,1,8,0.2857142857142857,0.14285714285714285,0.1111111111111111,0.2857142857142857,0.1111111111111111,0.14285714285714285
3MC syndrome,28191,0,6,37,3,34,10,0,10,0.5,0.0,0.08108108108108109,0.5,0.0,0.0
Gonadoblastoma,38782,6,3,15,2,13,25,1,24,0.6666666666666666,0.3333333333333333,0.13333333333333333,0.6666666666666666,0.04,0.3333333333333333
Distal 16p11.2 microdeletion syndrome,33190,1,11,17,9,8,28,0,28,0.8181818181818182,0.0,0.5294117647058824,0.8181818181818182,0.0,0.0
Paternal uniparental disomy of chromosome X syndrome,39314,22,16,35,3,32,36,3,33,0.1875,0.1875,0.08571428571428572,0.1875,0.08333333333333333,0.1875
FGFR2-related bent bone dysplasia,28410,0,24,18,12,6,23,0,23,0.5,0.0,0.6666666666666666,0.5,0.0,0.0
Familial isolated hyperparathyroidism,32242,8,12,20,8,12,20,3,17,0.6666666666666666,0.25,0.4,0.6666666666666666,0.15,0.25
AL amyloidosis,30929,14,1,32,1,31,28,1,27,1.0,1.0,0.03125,1.0,0.03571428571428571,1.0
Wild type ATTR amyloidosis,33505,3,9,16,6,10,29,0,29,0.6666666666666666,0.0,0.375,0.6666666666666666,0.0,0.0
Congenital hyperinsulinism due to HNF4A deficiency,32482,4,21,19,8,11,36,2,34,0.38095238095238093,0.09523809523809523,0.42105263157894735,0.38095238095238093,0.05555555555555555,0.09523809523809523
15q overgrowth syndrome,33237,2,30,16,10,6,40,4,36,0.3333333333333333,0.13333333333333333,0.625,0.3333333333333333,0.1,0.13333333333333333
Insulin-resistance syndrome type B,33489,4,14,49,14,35,31,4,27,1.0,0.2857142857142857,0.2857142857142857,1.0,0.12903225806451613,0.2857142857142857
Pituitary gigantism,33518,2,16,17,16,1,34,2,32,1.0,0.125,0.9411764705882353,1.0,0.058823529411764705,0.125
Transient neonatal diabetes mellitus,27653,3,5,25,3,22,20,2,18,0.6,0.4,0.12,0.6,0.1,0.4
Overgrowth-macrocephaly-facial dysmorphism syndrome,32695,1,11,18,8,10,7,2,5,0.7272727272727273,0.18181818181818182,0.4444444444444444,0.7272727272727273,0.2857142857142857,0.18181818181818182
Male infertility with teratozoospermia due to single gene mutation,32368,7,8,22,9,13,18,2,16,1.125,0.25,0.4090909090909091,1.125,0.1111111111111111,0.25
Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome,28821,3,8,23,5,18,11,1,10,0.625,0.125,0.21739130434782608,0.625,0.09090909090909091,0.125
Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome,27767,2,29,29,16,13,17,1,16,0.5517241379310345,0.034482758620689655,0.5517241379310345,0.5517241379310345,0.058823529411764705,0.034482758620689655
Isolated permanent neonatal diabetes mellitus,27653,2,8,16,7,9,29,1,28,0.875,0.125,0.4375,0.875,0.034482758620689655,0.125
Growth delay due to insulin-like growth factor type 1 deficiency,30465,2,20,17,6,11,22,2,20,0.3,0.1,0.35294117647058826,0.3,0.09090909090909091,0.1
Familial hyperprolactinemia,28375,6,2,22,1,21,28,2,26,0.5,1.0,0.045454545454545456,0.5,0.07142857142857142,1.0
Lysosomal acid lipase deficiency,28518,1,19,31,13,18,25,2,23,0.6842105263157895,0.10526315789473684,0.41935483870967744,0.6842105263157895,0.08,0.10526315789473684
Duplication of the pituitary gland,33268,1,33,23,22,1,40,2,38,0.6666666666666666,0.06060606060606061,0.9565217391304348,0.6666666666666666,0.05,0.06060606060606061
Ovarian hyperstimulation syndrome,29924,3,10,16,8,8,23,2,21,0.8,0.2,0.5,0.8,0.08695652173913043,0.2
Ovarian fibroma,33050,1,5,13,4,9,27,1,26,0.8,0.2,0.3076923076923077,0.8,0.037037037037037035,0.2
Ovarian fibrothecoma,33050,5,6,13,5,8,34,4,30,0.8333333333333334,0.6666666666666666,0.38461538461538464,0.8333333333333334,0.11764705882352941,0.6666666666666666
Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,30859,3,24,18,6,12,25,5,20,0.25,0.20833333333333334,0.3333333333333333,0.25,0.2,0.20833333333333334
Intellectual disability-seizures-macrocephaly-obesity syndrome,32266,6,33,24,15,9,31,5,26,0.45454545454545453,0.15151515151515152,0.625,0.45454545454545453,0.16129032258064516,0.15151515151515152
1p21.3 microdeletion syndrome,39278,16,10,31,2,29,30,2,28,0.2,0.2,0.06451612903225806,0.2,0.06666666666666667,0.2
Trisomy 18p syndrome,33439,1,17,24,12,12,27,0,27,0.7058823529411765,0.0,0.5,0.7058823529411765,0.0,0.0
Developmental delay-language impairment-dopa responsive dystonia-parkinsonism syndrome due to 2q24 microdeletion,33271,1,19,19,13,6,23,0,23,0.6842105263157895,0.0,0.6842105263157895,0.6842105263157895,0.0,0.0
Distal Xq28 microduplication syndrome,33059,3,38,39,31,8,29,4,25,0.8157894736842105,0.10526315789473684,0.7948717948717948,0.8157894736842105,0.13793103448275862,0.10526315789473684
Benign schwannoma,27820,2,7,22,6,16,26,0,26,0.8571428571428571,0.0,0.2727272727272727,0.8571428571428571,0.0,0.0
SHOX-related short stature,31845,1,15,15,14,1,29,4,25,0.9333333333333333,0.26666666666666666,0.9333333333333333,0.9333333333333333,0.13793103448275862,0.26666666666666666
X small rings syndrome,32871,0,29,18,13,5,22,3,19,0.4482758620689655,0.10344827586206896,0.7222222222222222,0.4482758620689655,0.13636363636363635,0.10344827586206896
Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome,32754,5,26,24,20,4,38,4,34,0.7692307692307693,0.15384615384615385,0.8333333333333334,0.7692307692307693,0.10526315789473684,0.15384615384615385
Autosomal dominant hyperinsulinism due to Kir6.2 deficiency,98643,19,6,30,2,28,32,0,32,0.3333333333333333,0.0,0.06666666666666667,0.3333333333333333,0.0,0.0
Autosomal dominant hyperinsulinism due to SUR1 deficiency,98642,16,7,30,2,28,25,0,25,0.2857142857142857,0.0,0.06666666666666667,0.2857142857142857,0.0,0.0
Familial multiple lipomatosis,30054,1,3,18,2,16,29,0,29,0.6666666666666666,0.0,0.1111111111111111,0.6666666666666666,0.0,0.0
Deafness-hypogonadism syndrome,32269,1,11,16,12,4,24,1,23,1.0909090909090908,0.09090909090909091,0.75,1.0909090909090908,0.041666666666666664,0.09090909090909091
Chondroectodermal dysplasia with night blindness,32782,3,27,16,15,1,27,2,25,0.5555555555555556,0.07407407407407407,0.9375,0.5555555555555556,0.07407407407407407,0.07407407407407407
Short stature due to primary acid-labile subunit deficiency,31056,4,4,19,5,14,30,3,27,1.25,0.75,0.2631578947368421,1.25,0.1,0.75
Insulinoma,32272,4,11,27,9,18,19,1,18,0.8181818181818182,0.09090909090909091,0.3333333333333333,0.8181818181818182,0.05263157894736842,0.09090909090909091
Progressive non-fluent aphasia,27776,0,9,18,5,13,6,2,4,0.5555555555555556,0.2222222222222222,0.2777777777777778,0.5555555555555556,0.3333333333333333,0.2222222222222222
LMNA-related cardiocutaneous progeria syndrome,33408,8,27,30,9,21,34,1,33,0.3333333333333333,0.037037037037037035,0.3,0.3333333333333333,0.029411764705882353,0.037037037037037035
Behavioral variant of frontotemporal dementia,32688,3,25,32,18,14,28,6,22,0.72,0.24,0.5625,0.72,0.21428571428571427,0.24
Hyperinsulinism due to UCP2 deficiency,33032,1,7,17,1,16,30,2,28,0.14285714285714285,0.2857142857142857,0.058823529411764705,0.14285714285714285,0.06666666666666667,0.2857142857142857
Non-insulinoma pancreatogenous hypoglycemia syndrome,33196,3,14,17,13,4,25,3,22,0.9285714285714286,0.21428571428571427,0.7647058823529411,0.9285714285714286,0.12,0.21428571428571427
Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency,27694,8,5,24,5,19,28,2,26,1.0,0.4,0.20833333333333334,1.0,0.07142857142857142,0.4
Hyperinsulinism due to HNF1A deficiency,32795,2,6,16,1,15,31,0,31,0.16666666666666666,0.0,0.0625,0.16666666666666666,0.0,0.0
Congenital bilateral absence of vas deferens,32340,12,3,25,3,22,26,0,26,1.0,0.0,0.12,1.0,0.0,0.0
Obesity due to SIM1 deficiency,27826,2,9,23,10,13,45,2,43,1.1111111111111112,0.2222222222222222,0.43478260869565216,1.1111111111111112,0.044444444444444446,0.2222222222222222
Dysbetalipoproteinemia,31925,5,5,18,1,17,24,3,21,0.2,0.6,0.05555555555555555,0.2,0.125,0.6
Familial hyperaldosteronism type II,27723,5,3,18,1,17,30,2,28,0.3333333333333333,0.6666666666666666,0.05555555555555555,0.3333333333333333,0.06666666666666667,0.6666666666666666
Genetic transient congenital hypothyroidism,38624,11,0,33,0,33,36,0,36,0.0,0.0,0.0,0.0,0.0,0.0
Pancreatic colipase deficiency,27784,14,5,20,5,15,33,3,30,1.0,0.6,0.25,1.0,0.09090909090909091,0.6
Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency,32526,5,9,18,10,8,25,3,22,1.1111111111111112,0.3333333333333333,0.5555555555555556,1.1111111111111112,0.12,0.3333333333333333
Familial papillary thyroid carcinoma with renal papillary neoplasia,32194,0,5,17,3,14,19,0,19,0.6,0.0,0.17647058823529413,0.6,0.0,0.0
Familial aortic dissection,32443,1,1,18,0,18,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0
Short fifth metacarpals-insulin resistance syndrome,32983,8,6,17,4,13,26,0,26,0.6666666666666666,0.0,0.23529411764705882,0.6666666666666666,0.0,0.0
Familial papillary or follicular thyroid carcinoma,33296,0,4,10,1,9,12,0,12,0.25,0.0,0.1,0.25,0.0,0.0
