disease,rag_top_node_id,common_symptoms,total_symptoms,rag_total_symptoms,rag_matches,rag_hallucinations,no_rag_total_symptoms,no_rag_matches,no_rag_hallucinations,rag_accuracy,no_rag_accuracy,rag_precision,rag_recall,no_rag_precision,no_rag_recall
Cone-rod retinal dystrophy-2,27861,5,8,31,8,23,25,3,22,1.0,0.375,0.25806451612903225,1.0,0.12,0.375
Neurodevelopmental disorder with progressive movement abnormalities,31932,1,78,17,9,8,12,3,9,0.11538461538461539,0.038461538461538464,0.5294117647058824,0.11538461538461539,0.25,0.038461538461538464
"Ciliary dyskinesia, primary, 53",32022,7,17,23,1,22,29,2,27,0.058823529411764705,0.11764705882352941,0.043478260869565216,0.058823529411764705,0.06896551724137931,0.11764705882352941
Peutz-Jeghers syndrome,31798,4,3,29,1,28,34,1,33,0.3333333333333333,0.3333333333333333,0.034482758620689655,0.3333333333333333,0.029411764705882353,0.3333333333333333
Marfan syndrome,38220,22,37,36,13,23,28,9,19,0.35135135135135137,0.24324324324324326,0.3611111111111111,0.35135135135135137,0.32142857142857145,0.24324324324324326
"Ectopia lentis, familial",29210,17,17,22,4,18,37,5,32,0.23529411764705882,0.29411764705882354,0.18181818181818182,0.23529411764705882,0.13513513513513514,0.29411764705882354
Marfan lipodystrophy syndrome,38220,21,44,34,3,31,55,7,48,0.06818181818181818,0.1590909090909091,0.08823529411764706,0.06818181818181818,0.12727272727272726,0.1590909090909091
Geleophysic dysplasia 2,27363,1,24,31,11,20,36,0,36,0.4583333333333333,0.0,0.3548387096774194,0.4583333333333333,0.0,0.0
Acromicric dysplasia,28047,0,11,27,7,20,29,0,29,0.6363636363636364,0.0,0.25925925925925924,0.6363636363636364,0.0,0.0
Stiff skin syndrome,27904,2,10,20,2,18,24,1,23,0.2,0.1,0.1,0.2,0.041666666666666664,0.1
"Dystonia 22, adult-onset",27743,6,6,29,0,29,30,1,29,0.0,0.16666666666666666,0.0,0.0,0.03333333333333333,0.16666666666666666
Neurodevelopmental disorder with language delay and variable cognitive abnormalities,29131,2,19,26,6,20,34,4,30,0.3157894736842105,0.21052631578947367,0.23076923076923078,0.3157894736842105,0.11764705882352941,0.21052631578947367
"Amelogenesis imperfecta, type IJ",28782,7,2,21,2,19,9,1,8,1.0,0.5,0.09523809523809523,1.0,0.1111111111111111,0.5
Temtamy preaxial brachydactyly syndrome,28256,0,8,25,3,22,17,0,17,0.375,0.0,0.12,0.375,0.0,0.0
Holt-Oram syndrome,31211,1,90,21,5,16,38,2,36,0.05555555555555555,0.022222222222222223,0.23809523809523808,0.05555555555555555,0.05263157894736842,0.022222222222222223
"Leukocyte adhesion deficiency, type III",28125,0,12,19,0,19,25,1,24,0.0,0.08333333333333333,0.0,0.0,0.04,0.08333333333333333
Retinitis pigmentosa with or without skeletal anomalies,38253,20,31,29,2,27,31,2,29,0.06451612903225806,0.06451612903225806,0.06896551724137931,0.06451612903225806,0.06451612903225806,0.06451612903225806
"Waardenburg syndrome, type 3",27569,5,17,31,2,29,53,0,53,0.11764705882352941,0.0,0.06451612903225806,0.11764705882352941,0.0,0.0
Neurodegeneration with brain iron accumulation 1,29074,4,25,19,1,18,27,7,20,0.04,0.28,0.05263157894736842,0.04,0.25925925925925924,0.28
Orofaciodigital syndrome V,27672,2,25,23,2,21,39,2,37,0.08,0.08,0.08695652173913043,0.08,0.05128205128205128,0.08
Developmental and epileptic encephalopathy 17,28987,2,3,17,0,17,37,0,37,0.0,0.0,0.0,0.0,0.0,0.0
"Robinow syndrome, autosomal recessive",29073,1,81,17,13,4,59,6,53,0.16049382716049382,0.07407407407407407,0.7647058823529411,0.16049382716049382,0.1016949152542373,0.07407407407407407
"Heterotaxy, visceral, 1, X-linked",30085,4,6,18,3,15,50,0,50,0.5,0.0,0.16666666666666666,0.5,0.0,0.0
"Dystonia 37, early-onset, with striatal lesions",29547,12,14,26,4,22,30,3,27,0.2857142857142857,0.21428571428571427,0.15384615384615385,0.2857142857142857,0.1,0.21428571428571427
"Albinism, oculocutaneous, type II",84278,12,7,32,8,24,41,5,36,1.1428571428571428,0.7142857142857143,0.25,1.1428571428571428,0.12195121951219512,0.7142857142857143
"Immunodeficiency 103, susceptibility to fungal infection",27169,5,10,19,5,14,45,2,43,0.5,0.2,0.2631578947368421,0.5,0.044444444444444446,0.2
Immunoskeletal dysplasia with neurodevelopmental abnormalitie,32150,1,67,18,8,10,47,4,43,0.11940298507462686,0.05970149253731343,0.4444444444444444,0.11940298507462686,0.0851063829787234,0.05970149253731343
Megalencephaly-polydactyly syndrome,32294,1,33,24,4,20,32,3,29,0.12121212121212122,0.09090909090909091,0.16666666666666666,0.12121212121212122,0.09375,0.09090909090909091
"Intellectual developmental disorder, autosomal dominant 21",28584,4,110,28,15,13,53,14,39,0.13636363636363635,0.12727272727272726,0.5357142857142857,0.13636363636363635,0.2641509433962264,0.12727272727272726
Immunodeficiency 121 with autoinflammation,30536,5,24,17,4,13,42,5,37,0.16666666666666666,0.20833333333333334,0.23529411764705882,0.16666666666666666,0.11904761904761904,0.20833333333333334
Oliver-McFarlane syndrome,28654,0,26,20,1,19,16,0,16,0.038461538461538464,0.0,0.05,0.038461538461538464,0.0,0.0
Cardiofaciocutaneous syndrome,28065,2,19,17,0,17,43,1,42,0.0,0.05263157894736842,0.0,0.0,0.023255813953488372,0.05263157894736842
Nance-Horan syndrome,32072,1,8,17,1,16,48,1,47,0.125,0.125,0.058823529411764705,0.125,0.020833333333333332,0.125
Orofaciodigital syndrome XX,27672,1,29,25,6,19,26,1,25,0.20689655172413793,0.034482758620689655,0.24,0.20689655172413793,0.038461538461538464,0.034482758620689655
Rhabdoid tumor predisposition syndrome 1,31306,16,7,50,1,49,51,0,51,0.14285714285714285,0.0,0.02,0.14285714285714285,0.0,0.0
Coffin-Siris syndrome 3,27378,2,97,22,7,15,21,4,17,0.07216494845360824,0.041237113402061855,0.3181818181818182,0.07216494845360824,0.19047619047619047,0.041237113402061855
Holoprosencephaly 4,28672,2,13,29,2,27,44,1,43,0.15384615384615385,0.07692307692307693,0.06896551724137931,0.15384615384615385,0.022727272727272728,0.07692307692307693
Loeys-Dietz syndrome 6,31164,5,52,26,6,20,41,4,37,0.11538461538461539,0.07692307692307693,0.23076923076923078,0.11538461538461539,0.0975609756097561,0.07692307692307693
"Congenital heart defects, multiple types, 8, with or without heterotaxy",97936,19,37,44,7,37,39,3,36,0.1891891891891892,0.08108108108108109,0.1590909090909091,0.1891891891891892,0.07692307692307693,0.08108108108108109
"Albinism, oculocutaneous, type IV",84278,9,15,46,5,41,25,3,22,0.3333333333333333,0.2,0.10869565217391304,0.3333333333333333,0.12,0.2
"Niemann-Pick disease, type C1",98094,0,12,19,0,19,20,2,18,0.0,0.16666666666666666,0.0,0.0,0.1,0.16666666666666666
Noonan syndrome 6,27522,5,29,51,7,44,42,3,39,0.2413793103448276,0.10344827586206896,0.13725490196078433,0.2413793103448276,0.07142857142857142,0.10344827586206896
Spermatogenic failure 90,29823,16,2,24,1,23,32,1,31,0.5,0.5,0.041666666666666664,0.5,0.03125,0.5
"Rett syndrome, congenital variant",28856,4,15,46,5,41,41,1,40,0.3333333333333333,0.06666666666666667,0.10869565217391304,0.3333333333333333,0.024390243902439025,0.06666666666666667
Townes-Brocks syndrome 1,30460,0,19,17,2,15,32,0,32,0.10526315789473684,0.0,0.11764705882352941,0.10526315789473684,0.0,0.0
Netherton syndrome,29333,4,4,38,1,37,28,0,28,0.25,0.0,0.02631578947368421,0.25,0.0,0.0
Larsen syndrome,31684,1,21,23,0,23,31,2,29,0.0,0.09523809523809523,0.0,0.0,0.06451612903225806,0.09523809523809523
"Mitochondrial complex IV deficiency, nuclear type 2",39785,20,100,23,9,14,29,9,20,0.09,0.09,0.391304347826087,0.09,0.3103448275862069,0.09
Myopia 6,31111,12,4,31,2,29,20,0,20,0.5,0.0,0.06451612903225806,0.5,0.0,0.0
Cerebral creatine deficiency syndrome 1,38803,19,10,36,0,36,32,0,32,0.0,0.0,0.0,0.0,0.0,0.0
Alfadhel syndrome,28063,0,26,22,2,20,31,0,31,0.07692307692307693,0.0,0.09090909090909091,0.07692307692307693,0.0,0.0
Oculopharyngeal muscular dystrophy 2,27548,2,15,24,9,15,4,3,1,0.6,0.2,0.375,0.6,0.75,0.2
Diamond-Blackfan anemia 1,27452,6,13,37,3,34,34,2,32,0.23076923076923078,0.15384615384615385,0.08108108108108109,0.23076923076923078,0.058823529411764705,0.15384615384615385
El Hayek-Chahrour neurodevelopmental syndrome,31839,5,34,22,9,13,37,6,31,0.2647058823529412,0.17647058823529413,0.4090909090909091,0.2647058823529412,0.16216216216216217,0.17647058823529413
Neurodevelopmental disorder with coarse facies and mild distal skeletal abnormalities,30067,1,248,18,12,6,42,16,26,0.04838709677419355,0.06451612903225806,0.6666666666666666,0.04838709677419355,0.38095238095238093,0.06451612903225806
Xerosis and growth failure with immune and pulmonary dysfunction syndrome,29987,0,27,20,1,19,34,2,32,0.037037037037037035,0.07407407407407407,0.05,0.037037037037037035,0.058823529411764705,0.07407407407407407
Retinitis pigmentosa 27,31651,8,4,19,5,14,30,3,27,1.25,0.75,0.2631578947368421,1.25,0.1,0.75
Sulfite oxidase deficiency,27903,1,18,16,4,12,34,0,34,0.2222222222222222,0.0,0.25,0.2222222222222222,0.0,0.0
"Lipodystrophy, congenital generalized, type 5",38009,13,13,36,3,33,36,2,34,0.23076923076923078,0.15384615384615385,0.08333333333333333,0.23076923076923078,0.05555555555555555,0.15384615384615385
"Amyloidosis, Finnish type",27413,0,11,19,1,18,37,2,35,0.09090909090909091,0.18181818181818182,0.05263157894736842,0.09090909090909091,0.05405405405405406,0.18181818181818182
CHARGE syndrome,31003,9,41,92,15,77,59,4,55,0.36585365853658536,0.0975609756097561,0.16304347826086957,0.36585365853658536,0.06779661016949153,0.0975609756097561
Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),38522,18,147,29,8,21,24,8,16,0.05442176870748299,0.05442176870748299,0.27586206896551724,0.05442176870748299,0.3333333333333333,0.05442176870748299
Kleefstra syndrome 1,32549,6,59,26,8,18,40,5,35,0.13559322033898305,0.0847457627118644,0.3076923076923077,0.13559322033898305,0.125,0.0847457627118644
"Bleeding disorder, vascular-type",35765,17,7,26,4,22,21,4,17,0.5714285714285714,0.5714285714285714,0.15384615384615385,0.5714285714285714,0.19047619047619047,0.5714285714285714
"Neuropathy, recurrent, with pressure palsies",29107,3,4,28,0,28,32,0,32,0.0,0.0,0.0,0.0,0.0,0.0
"Intellectual developmental disorder, autosomal dominant 75",99663,18,31,28,0,28,49,3,46,0.0,0.0967741935483871,0.0,0.0,0.061224489795918366,0.0967741935483871
"Myasthenic syndrome, congenital, 8, with pre- and postsynaptic defects",33062,4,11,35,4,31,26,1,25,0.36363636363636365,0.09090909090909091,0.11428571428571428,0.36363636363636365,0.038461538461538464,0.09090909090909091
Bardet-Biedl syndrome 5,27886,3,16,18,3,15,35,5,30,0.1875,0.3125,0.16666666666666666,0.1875,0.14285714285714285,0.3125
"Epidermolytic hyperkeratosis 2B, autosomal recessive",30723,5,10,16,3,13,24,0,24,0.3,0.0,0.1875,0.3,0.0,0.0
"Cortical dysplasia, complex, with other brain malformations 14A, (bilateral frontoparietal)",37897,21,11,27,1,26,37,2,35,0.09090909090909091,0.18181818181818182,0.037037037037037035,0.09090909090909091,0.05405405405405406,0.18181818181818182
Cornelia de Lange syndrome 1,28431,8,86,40,20,20,52,10,42,0.23255813953488372,0.11627906976744186,0.5,0.23255813953488372,0.19230769230769232,0.11627906976744186
Developmental and epileptic encephalopathy 111,28987,3,34,33,5,28,33,1,32,0.14705882352941177,0.029411764705882353,0.15151515151515152,0.14705882352941177,0.030303030303030304,0.029411764705882353
"Rothmund-Thomson syndrome, type 4",27814,4,38,40,5,35,50,5,45,0.13157894736842105,0.13157894736842105,0.125,0.13157894736842105,0.1,0.13157894736842105
Spermatogenic failure 92,29823,10,5,20,1,19,28,2,26,0.2,0.4,0.05,0.2,0.07142857142857142,0.4
"Neurodevelopmental disorder with or without anomalies of the brain, eye, or heart",29669,2,115,32,17,15,40,4,36,0.14782608695652175,0.034782608695652174,0.53125,0.14782608695652175,0.1,0.034782608695652174
Neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities,31463,1,30,19,4,15,26,4,22,0.13333333333333333,0.13333333333333333,0.21052631578947367,0.13333333333333333,0.15384615384615385,0.13333333333333333
"Hypotonia, infantile, with psychomotor retardation and characteristic facies 3",31131,1,96,17,6,11,36,6,30,0.0625,0.0625,0.35294117647058826,0.0625,0.16666666666666666,0.0625
"Osteogenesis imperfecta, type XIV",27158,9,10,221,11,210,43,6,37,1.1,0.6,0.049773755656108594,1.1,0.13953488372093023,0.6
Poikiloderma with neutropenia,29551,9,6,22,3,19,34,1,33,0.5,0.16666666666666666,0.13636363636363635,0.5,0.029411764705882353,0.16666666666666666
"Myopathy, distal, Tateyama type",27717,1,14,23,6,17,23,2,21,0.42857142857142855,0.14285714285714285,0.2608695652173913,0.42857142857142855,0.08695652173913043,0.14285714285714285
Jervell and Lange-Nielsen syndrome,38598,19,5,27,2,25,33,1,32,0.4,0.2,0.07407407407407407,0.4,0.030303030303030304,0.2
Alagille syndrome 1,98197,20,19,49,1,48,29,1,28,0.05263157894736842,0.05263157894736842,0.02040816326530612,0.05263157894736842,0.034482758620689655,0.05263157894736842
"Lipodystrophy, familial partial, type 2",30508,2,50,18,8,10,36,6,30,0.16,0.12,0.4444444444444444,0.16,0.16666666666666666,0.12
"Cardiomyopathy, dilated, 1A",27669,3,27,15,2,13,26,0,26,0.07407407407407407,0.0,0.13333333333333333,0.07407407407407407,0.0,0.0
"Emery-Dreifuss muscular dystrophy 2, autosomal dominant",27738,3,39,33,11,22,29,1,28,0.28205128205128205,0.02564102564102564,0.3333333333333333,0.28205128205128205,0.034482758620689655,0.02564102564102564
LMNA-related congenital muscular dystrophy,31690,2,17,28,7,21,27,6,21,0.4117647058823529,0.35294117647058826,0.25,0.4117647058823529,0.2222222222222222,0.35294117647058826
Hutchinson-Gilford progeria,31688,1,24,19,4,15,55,4,51,0.16666666666666666,0.16666666666666666,0.21052631578947367,0.16666666666666666,0.07272727272727272,0.16666666666666666
Glycogen storage disease VI,30301,13,11,20,0,20,35,1,34,0.0,0.09090909090909091,0.0,0.0,0.02857142857142857,0.09090909090909091
Combined oxidative phosphorylation deficiency 30,38594,10,21,10,1,9,37,2,35,0.047619047619047616,0.09523809523809523,0.1,0.047619047619047616,0.05405405405405406,0.09523809523809523
"Cutis laxa, autosomal recessive, type IIB",27841,5,20,30,5,25,27,0,27,0.25,0.0,0.16666666666666666,0.25,0.0,0.0
Multiple mitochondrial dysfunctions syndrome 4,38929,28,59,34,4,30,39,5,34,0.06779661016949153,0.0847457627118644,0.11764705882352941,0.06779661016949153,0.1282051282051282,0.0847457627118644
Renal cysts and diabetes syndrome,30204,1,6,21,1,20,31,1,30,0.16666666666666666,0.16666666666666666,0.047619047619047616,0.16666666666666666,0.03225806451612903,0.16666666666666666
"Neurodevelopemental disorder with hypotonia, feeding difficulties, facial dysmorphism, and brain abnormalities",29640,5,64,32,12,20,41,8,33,0.1875,0.125,0.375,0.1875,0.1951219512195122,0.125
Mucolipidosis IV,27436,2,21,20,2,18,33,2,31,0.09523809523809523,0.09523809523809523,0.1,0.09523809523809523,0.06060606060606061,0.09523809523809523
"Autoimmune polyendocrinopathy syndrome , type I, with or without reversible metaphyseal dysplasia",27834,3,45,72,20,52,19,2,17,0.4444444444444444,0.044444444444444446,0.2777777777777778,0.4444444444444444,0.10526315789473684,0.044444444444444446
Loeys-Dietz syndrome 2,31164,3,92,27,18,9,42,11,31,0.1956521739130435,0.11956521739130435,0.6666666666666666,0.1956521739130435,0.2619047619047619,0.11956521739130435
"Keratoderma, palmoplantar, punctate type IA",30262,10,1,21,1,20,30,0,30,1.0,0.0,0.047619047619047616,1.0,0.0,0.0
"Neurodevelopmental disorder with intracranial hemorrhage, seizures, and spasticity",28189,1,87,34,6,28,42,8,34,0.06896551724137931,0.09195402298850575,0.17647058823529413,0.06896551724137931,0.19047619047619047,0.09195402298850575
Kabuki Syndrome 1,31000,4,130,29,13,16,53,17,36,0.1,0.13076923076923078,0.4482758620689655,0.1,0.32075471698113206,0.13076923076923078
Congenital myopathy 23,38200,21,29,22,2,20,27,3,24,0.06896551724137931,0.10344827586206896,0.09090909090909091,0.06896551724137931,0.1111111111111111,0.10344827586206896
"Cortical dysplasia, complex, with other brain malformations 7",28601,4,13,126,6,120,26,1,25,0.46153846153846156,0.07692307692307693,0.047619047619047616,0.46153846153846156,0.038461538461538464,0.07692307692307693
"Immunodeficiency, common variable, 15",38553,12,15,28,0,28,35,4,31,0.0,0.26666666666666666,0.0,0.0,0.11428571428571428,0.26666666666666666
"Neutropenia, severe congenital, 11, autosomal dominant",30763,18,23,33,5,28,38,5,33,0.21739130434782608,0.21739130434782608,0.15151515151515152,0.21739130434782608,0.13157894736842105,0.21739130434782608
"Spastic paraplegia 7, autosomal recessive",39424,18,13,24,3,21,24,3,21,0.23076923076923078,0.23076923076923078,0.125,0.23076923076923078,0.125,0.23076923076923078
Cornelia de Lange syndrome 3,28431,4,36,26,3,23,46,4,42,0.08333333333333333,0.1111111111111111,0.11538461538461539,0.08333333333333333,0.08695652173913043,0.1111111111111111
"Cutis laxa, autosomal recessive, type IID",27841,5,36,19,4,15,34,1,33,0.1111111111111111,0.027777777777777776,0.21052631578947367,0.1111111111111111,0.029411764705882353,0.027777777777777776
"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome",31418,4,19,18,5,13,40,1,39,0.2631578947368421,0.05263157894736842,0.2777777777777778,0.2631578947368421,0.025,0.05263157894736842
Noonan syndrome-11,27522,2,23,45,9,36,36,1,35,0.391304347826087,0.043478260869565216,0.2,0.391304347826087,0.027777777777777776,0.043478260869565216
"Stickler syndrome, type I",32565,4,16,23,3,20,11,1,10,0.1875,0.0625,0.13043478260869565,0.1875,0.09090909090909091,0.0625
Proteasome-associated autoinflammatory syndrome 6,29045,4,38,63,4,59,38,3,35,0.10526315789473684,0.07894736842105263,0.06349206349206349,0.10526315789473684,0.07894736842105263,0.07894736842105263
Myoclonic epilepsy of Lafora 2,99971,19,10,43,3,40,34,1,33,0.3,0.1,0.06976744186046512,0.3,0.029411764705882353,0.1
MHC class II deficiency 3,31044,3,18,23,2,21,40,0,40,0.1111111111111111,0.0,0.08695652173913043,0.1111111111111111,0.0,0.0
Bardet-Biedl syndrome 2,27886,5,34,18,2,16,36,5,31,0.058823529411764705,0.14705882352941177,0.1111111111111111,0.058823529411764705,0.1388888888888889,0.14705882352941177
Cornelia de Lange syndrome 6,28431,6,40,25,6,19,50,3,47,0.15,0.075,0.24,0.15,0.06,0.075
EZH1-related neurodevelopmental disorder,32151,1,102,27,8,19,37,5,32,0.0784313725490196,0.049019607843137254,0.2962962962962963,0.0784313725490196,0.13513513513513514,0.049019607843137254
"Cockayne syndrome, type B",27995,10,19,102,9,93,54,5,49,0.47368421052631576,0.2631578947368421,0.08823529411764706,0.47368421052631576,0.09259259259259259,0.2631578947368421
"Ichthyosis, congenital, autosomal recessive 11",39370,23,14,25,1,24,29,1,28,0.07142857142857142,0.07142857142857142,0.04,0.07142857142857142,0.034482758620689655,0.07142857142857142
"Neurodevelopmental disorder with motor abnormalities, seizures, and facial dysmorphism",32066,0,49,22,4,18,30,5,25,0.08163265306122448,0.10204081632653061,0.18181818181818182,0.08163265306122448,0.16666666666666666,0.10204081632653061
"Spastic paraplegia 10, autosomal dominant",38901,13,15,25,3,22,14,3,11,0.2,0.2,0.12,0.2,0.21428571428571427,0.2
"Ehlers-Danlos syndrome, classic-like, 3",94824,21,10,26,1,25,31,1,30,0.1,0.1,0.038461538461538464,0.1,0.03225806451612903,0.1
"Microcephaly 6, primary, autosomal recessive",33109,2,3,17,0,17,26,1,25,0.0,0.3333333333333333,0.0,0.0,0.038461538461538464,0.3333333333333333
Joubert syndrome 30,27986,1,19,133,12,121,1,0,1,0.631578947368421,0.0,0.09022556390977443,0.631578947368421,0.0,0.0
Hajdu-Cheney syndrome,30947,4,9,34,0,34,35,0,35,0.0,0.0,0.0,0.0,0.0,0.0
Smith-Magenis syndrome,27606,2,32,16,4,12,41,3,38,0.125,0.09375,0.25,0.125,0.07317073170731707,0.09375
"Spastic paraplegia 76, autosomal recessive",38455,13,21,16,2,14,33,4,29,0.09523809523809523,0.19047619047619047,0.125,0.09523809523809523,0.12121212121212122,0.19047619047619047
Nail-patella syndrome,29780,2,5,23,0,23,67,1,66,0.0,0.2,0.0,0.0,0.014925373134328358,0.2
Spermatogenic failure 91,29823,10,6,24,1,23,26,3,23,0.16666666666666666,0.5,0.041666666666666664,0.16666666666666666,0.11538461538461539,0.5
Loeys-Dietz syndrome 3,31164,3,26,27,6,21,34,7,27,0.23076923076923078,0.2692307692307692,0.2222222222222222,0.23076923076923078,0.20588235294117646,0.2692307692307692
"Parkinson disease 15, autosomal recessive",27576,4,15,18,3,15,41,5,36,0.2,0.3333333333333333,0.16666666666666666,0.2,0.12195121951219512,0.3333333333333333
"Spondylocostal dysostosis 1, autosomal recessive",29480,4,6,46,5,41,56,0,56,0.8333333333333334,0.0,0.10869565217391304,0.8333333333333334,0.0,0.0
"Generalized epilepsy with febrile seizures plus, type 12",33026,7,9,20,3,17,34,2,32,0.3333333333333333,0.2222222222222222,0.15,0.3333333333333333,0.058823529411764705,0.2222222222222222
Developmental and epileptic encephalopathy 114,28987,1,37,21,8,13,30,1,29,0.21621621621621623,0.02702702702702703,0.38095238095238093,0.21621621621621623,0.03333333333333333,0.02702702702702703
"Intellectual developmental disorder, autosomal recessive 18, with or without epilepsy",28584,6,19,26,2,24,47,2,45,0.10526315789473684,0.10526315789473684,0.07692307692307693,0.10526315789473684,0.0425531914893617,0.10526315789473684
MHC class II deficiency 2,31044,3,19,23,3,20,39,1,38,0.15789473684210525,0.05263157894736842,0.13043478260869565,0.15789473684210525,0.02564102564102564,0.05263157894736842
"Myasthenic syndrome, congenital, 22",30015,2,21,15,2,13,30,5,25,0.09523809523809523,0.23809523809523808,0.13333333333333333,0.09523809523809523,0.16666666666666666,0.23809523809523808
